original_id,link_url,user_nickname,original_message_id,subject,message_time,category,domain,status,location,target_object,content,reply_id,reply_nickname,reply_organization,reply_time,reply_content,satisfaction,solution_score,attitude_score,speed_score,wuhan_gid,district_name
3535,http://liuyan.people.com.cn/threads/content?tid=19052692,13********7,19052692,拖欠工资,2023/10/14 20:09,投诉/求助,企业,已办理,湖北省,湖北省江夏区委书记,本人于2023年6月至2023年7月在武汉学**教育咨询有限公司从事招生工作，自2023年6月至2023年7月在武汉学**教育咨询有限公司被恶意拖欠工资至今，共计1438元。,6581205,15********0,武汉江夏区,2023/10/23 14:23,网友，您好！经江夏区人力资源和社会保障局监察大队工作人员调查核实，您反映您是学生，2023年6月至7月通过武汉***教育咨询有限公司***科技职业技术学院做做招生，签有劳动协议，现该公司拖欠您在职期间招生劳务费。 10月18日，工作人员多次电话联系武汉***教育咨询有限公司法人核实了解相关情况，其未接听电话。19日10点33分，其表示近期公司确实在支付暑期招生劳务费用，但其不是您的直接负责人并不认识您，需要回单位核实再做答复。因该公司法人未回复，后期工作人员多次电话联系其，但其均未接听电话也未回电，故协调未果。 鉴于您是学生，根据《关于贯彻执行&lt;中华人民共和国劳动法&gt;若干问题的意见》（劳部发〔1995〕309号）第十二条“在校生利用业余时间勤工助学，不视为就业，未建立劳动关系，可以不签订劳动合同……”规定，在校生的劳动报酬问题不受劳动法调整，工作人员告知您可以通过司法程序维权，咨询电话（12348）。 感谢您的信任和支持！,,,,,9,江夏区
3536,http://liuyan.people.com.cn/threads/content?tid=19052654,15********9,19052654,欠薪,2023/10/14 20:00,投诉/求助,企业,已办理,湖北省,湖北省江夏区委书记,本人于2023年6月至2023年7月在武汉学*公司从事招生工作，自2023年8月开始拖欠工资，目前拖欠本人2023年6月至2023年7月的工资，共计1139元。,6584199,15********0,武汉江夏区,2023/10/24 14:45,网友，您好！ 经江夏区人力资源和社会保障局监察大队工作人员调查了解，您表示自己是学生，2023年6月30日至7月23日通过武汉学了么教育咨询有限公司未光谷科技职业技术学院做做招生，签有劳动协议，现该公司拖欠您在职期间招生劳务费。 10月18日，监察大队工作人员多次电话联系武汉学了么教育咨询有限公司法人核实了解相关情况，其未接听电话。 10月19日10点33分，监察大队工作人员再次联系该公司法人，其表示近期公司确实在支付暑期招生劳务费用，但他不是您的直接负责人并不认识您，需要回公司核实再做答复。但后期该公司法人并未回复监察大队，监察大队工作人员再次电话联系其，该公司法人均未接听电话也未回电至监察大队，故协调未果。 监察大队工作人员联系您告知：鉴于您是学生，根据《关于贯彻执行&lt;中华人民共和国劳动法&gt;若干问题的意见》（劳部发〔1995〕309号）第十二条“在校生利用业余时间勤工助学，不视为就业，未建立劳动关系，可以不签订劳动合同……”规定，在校生的劳动报酬问题不受劳动法调整，超出劳动保障监察职责范围，建议您通过司法程序维权。 感谢您的信任和支持！,,,,,9,江夏区
3538,http://liuyan.people.com.cn/threads/content?tid=18509669,17********4,18509669,拖欠农民工工资,2023/7/25 11:54,投诉/求助,三农,已办理,湖北省 武汉市,湖北省汉南区委书记,本人于2023年7月10号武汉金地长江艺境项目从事外墙涂料，现已离职还剩下21500元工资未发放，建设单位，武汉哈*广能房地产开发有限公司，责任人雷*，施工单位湖北省中*建设工程有限公司，责任人卢*涛，装修公司，南京七*烁装饰有限公司，责任人徐*宝,6408926,18*********,武汉经济技术开发区（汉南区）党政办公室,2023/8/8 11:38,"网民朋友，您好！您的留言收悉。
经调查，您反映的“原单位尚有21500元工资未结清”情况属实。根据《劳动保障监察条例》《关于实施&lt;劳动保障监察条例&gt;若干规定》，建议您携带相关证据材料至武汉经开区劳动监察大队协助调查，区劳动监察大队将依法依规立案处理。
上述具体流程，区劳动监察大队工作人员已电话告知您，感谢您的留言！",,,,,3,汉南区
3540,http://liuyan.people.com.cn/threads/content?tid=18749797,18********4,18749797,退费,2023/8/25 10:45,投诉/求助,教育,已办理,河南省 开封市,湖北省江夏区委书记,本人于2023年7月17日在公众号看到该机构的宣传，添加到该机构工作人员的微信，在对方以介绍并宣传的诱导下，购买了自考会计课程，当时我并无力支付全款，该机构老师说可以分期，用了小雨点，我签署了分期，在第一期的还款前，我提出现去读民办本科不想读了，想退费。不给予回复。此课程我也未学，一直在闲置。因此提出退费，对方一直未置可否。望贵局介入协商，达成我退费的诉求,6468550,15********0,武汉江夏区,2023/9/2 16:15,网友，您好！经江夏区教育局藏龙岛教育总支工作人员调查核实，武汉立致于学教育科技有限公司2023年8月7日才从他地迁到藏龙岛，该公司在藏龙岛有营业执照，没有培训许可证，藏龙岛教育总支工作人员要求他们妥善处理前期学员的诉求，对于您的诉求公司表示前期与您进行了协调，公司方反馈表示： 现甲、乙双方经平等、友好协商就剩余服务款项退款事宜达成如下协议，以供双方共同恪守。经双方确认：扣除乙方 1296元，取消剩余的 5184 贷款。本协议签订之日 7 -15个工作日内将贷款取消甲方讲乙方贷款取消后，甲、乙双方之间的服务款项即全部结清。双方之间的服务 关系亦终结，甲方对乙方就该项目不再承担任何责任和义务。如您不同意，由于藏龙岛教育总支没有司法裁定权，无公司性质机构的管理权限，只能经情况报市场监管部门，无法继续协调，建议您走司法程序处理，也可以在江夏法院公众号中进行线上法院咨询、提交立案进行司法裁决。国家反诈中心和公安机关今年提醒过很多次：一些不法分子通过邮寄虚假培训退费文件，以校外培训退费名义引诱受害人添加QQ或加入QQ群，后利用刷单或购买证券方式骗取钱财。谨防受骗！感谢您的信任与支持！,,,,,9,江夏区
3541,http://liuyan.people.com.cn/threads/content?tid=19036018,13********8,19036018,恶意拖欠工资,2023/10/12 8:31,投诉/求助,就业,已办理,湖北省 孝感市,湖北省东西湖区委书记,本人于2023年7月21日入职京*物流有限公司任人事一职，期间帮该司招聘到了40-50人面试，但老板面试完后没有一个人愿意留在公司，本人于8月28日离职，入职后该司一直未签劳动合同，口头商定的是每月月底发放上月工资，8月31日正常发放7月的工资，但本人离职后至今一个多月一直未收到8月的工资，并且在离职期间还受到了该司法定代表人李**的恶意骚扰，截图为证，请求领导给予帮助！,6573083,13********3,武汉市东西湖区,2023/10/19 9:22,"网民朋友，您好！您在人民网留言反映**物流有限公司拖欠您8月份工资及被该公司法人骚扰的问题。经东西湖区人社局核实，您在**物流有限公司任人事岗位，现已离职。东西湖区人社局工作人员与该单位联系，该单位负责人称您的工资会在10月16日发放。东西湖区人社局工作人员于10月16日再次联系您，您表示未收到工资。东西湖区人社局工作人员告知您会继续协调，同时建议您携带身份证明材料及劳动关系证明材料至东西湖区劳动保障监察大队配合查处违法欠薪行为。_x000D_
关于您被该公司法人骚扰问题。东西湖区公安分局民警建议您保存好相关证据，至公安机关报案，由民警调查核实，若其中涉及违法犯罪的行为，民警将依法进行处置。_x000D_
感谢您的留言，祝您生活愉快！",,,,,2,东西湖区
3543,http://liuyan.people.com.cn/threads/content?tid=18558895,13********9,18558895,公司欠薪,2023/8/1 15:49,投诉/求助,就业,已办理,湖北省 武汉市,湖北省东西湖区委书记,本人于2023年7月26日到7月28日在武汉市居*品互联网科技有限公司从事亚马逊运营工作，工作三天，正常提供了劳动服务，试用期底薪5000，目前拖欠共计600，拒不支付，沟通投诉无果。,6408074,13********3,武汉市东西湖区,2023/8/8 9:11,"网民朋友，您好！您在人民网留言反映武汉市***互联网科技有限公司拖欠工资问题。经东西湖区人社局核实，您称暂不需要工作人员介入调解。鉴于此，工作人员告知您，如后续有需要可再次联系东西湖区劳动保障监察大队027-83217739进行调解。您也可携带本人居民身份证件、投诉材料及相关证据材料到东西湖区人社局劳动保障监察大队办理投诉登记手续。_x000D_
感谢您的留言，祝您生活愉快！",,,,,2,东西湖区
3547,http://liuyan.people.com.cn/threads/content?tid=18685887,17********5,18685887,恶意拖欠工资,2023/8/16 14:06,投诉/求助,企业,已办理,湖北省 武汉市,湖北省江夏区委书记,本人于2023年7月3日至2023年7月31日在亦*云科技有限公司从事剪辑工作，合同上的发薪日8月10号，目前拖欠本人7月3日至7月31日的工资，共计3770元。10号发薪日起公司开始恶意拖欠工资，并且公司助理将我微信删除，现将我电话拉黑，老板微信不回，并且在上次与老板通话中老板恶意拖欠态度十分恶劣有视频为证！希望领导能帮忙解决一下，感谢领导帮助！,6450936,15********0,武汉江夏区,2023/8/28 9:02,网友，您好！经江夏区人力资源和社会保障局监察大队工作人员调查了解，您反映7月3日至7月1日到武汉***科技有限公司从事剪辑工作，您称离职后该公司拖欠您7月份工资3770元。 监察大队工作人员与武汉***科技有限公司多次电话联系沟通，对方已承诺支付工资，但实际并未支付。 因协调未果，根据《劳动保障监察条例》第十三条和《关于实施〈劳动保障监察条例〉若干规定》第十三条、第十四条之规定，您可携带本人居民身份证件、投诉材料及相关证据材料到江夏区人社局监察大队（电话：02781783833；地址：江夏大道8附33）办理投诉手续。感谢您的信任与支持！,,,,,9,江夏区
3558,http://liuyan.people.com.cn/threads/content?tid=18940544,15********1,18940544,在职四天被无故辞退，拒绝沟通发放工资,2023/9/22 19:44,投诉/求助,就业,已办理,湖北省,湖北省青山区委书记,本人于2023年9月18日志2023年9月21日在青山区三公路武汉奥***健身服务有限公司工作，2023年9月21日被微信通知辞退，没有说明辞退的原因并把我踢出群聊，没有与该公司签订劳动合同，公司那边也拒绝和我沟通这四天的工资发放情况和时间，请领导协助解决此问题。,6533668,13********9,武汉青山区,2023/9/28 17:23,您好，感谢您的留言，现对您反映的问题回复如下：经查，区人资局联系游泳会所李先生得知，您的考勤已上报会所财务，财务会根据考勤核算工资，将在10月工资发放日（15日）予以支付。如果后期您反映的问题仍未解决，根据《劳动保障监察条例》第十三条和《关于实施〈劳动保障监察条例〉若干规定》第十三条、第十四条之规定，您可携带本人居民身份证件、投诉材料及相关证据材料到青山区劳动保障监察大队（电话：68865263，地址：青山区滨港路5号）办理投诉手续，区人资局将依法依规处理您的诉求。感谢您的监督和理解。,,,,,13,青山区
3559,http://liuyan.people.com.cn/threads/content?tid=18822766,16********6,18822766,试工不给工资,2023/9/5 13:53,投诉/求助,企业,已办理,湖北省 荆门市,湖北省东西湖区委书记,本人于2023年9月1日10:00～12:00在奈**茶试工，招聘人员以我不符合要求为由未通过试工，且拒绝支付试工工资，希望领导能帮忙解决，感谢领导的帮助！,6495070,13********3,武汉市东西湖区,2023/9/13 17:48,"网民朋友，您好！您在人民网留言反映东西湖区奈雪的茶拖欠工资问题。经东西湖区人社局核实，您称问题已解决，不需要工作人员介入。东西湖区人社局告知您，若后期有相关问题可再与工作人员联系。
感谢您的留言，祝您生活愉快！",,,,,2,东西湖区
3567,http://liuyan.people.com.cn/threads/content?tid=19558317,18********9,19558317,不予退费,2023/12/26 18:32,投诉/求助,教育,待回复,河南省 开封市,湖北省东西湖区委书记,本人于23年2月在上网时看到武汉启*升职教育咨询服务有限公司的宣传，添加到该机构工作人员的微信，咨询了一些问题后对方说可以给我申请优惠减免学费的诱导下，购买了汉语言文学-专科课程，当时我并无力支付全款，该机构诱导我先交了一部分定金再每月付款，前后共计支付了4160元，后改为专科课程但协议并未更改，经过一段时间的学习，并没有达到宣传时的效果，因此提出退费，对方一直未置可否。望贵局介入协商，达成我退费的诉求,,,,,,,,,,2,东西湖区
3572,http://liuyan.people.com.cn/threads/content?tid=18646145,17********9,18646145,拖欠薪资,2023/8/11 20:46,投诉/求助,企业,已办理,湖北省 武汉市,湖北省江夏区委书记,本人于7.12入职武汉韬*信息科技有限公司招聘专员一职，7.18提出辞职，入职七天，工作出勤五天，有劳务合同未打卡，老板表示当天就可以走，于是当天交接完工作手机以后离职，离职前询问薪资，老板表示下个月发放。8.10日为该公司发薪日但是工资并为发放，询问告知未满一周不予发放薪资，以下是和人事的聊天记录，8.11日再次询问薪资未果，人事不回复，给老板打电话无人接听，给老板小红书留言依旧未给予答复，实在是没有办法只好投诉。入职时告知底薪三千元，入职后告知底薪两千五，还有五百是第一个月的新人保护绩效；又告知不满一个月底薪2200，我的诉求是按照2200/月，发放我出勤五天的劳动所得共计523.8,6437245,15********0,武汉江夏区,2023/8/22 8:35,网友，您好！经江夏区人社局监察大队工作人员调查核实，您称您于2023年7月12日到武汉**人力资源服务有限公司工作，于2023年7月18日离职，现反映该公司拖欠7月份工资未支付。工作人员到该公司调查，经询问负责人杨**了解到，他已将您的考勤记录上报给总公司宜昌市**人力资源服务有限公司，但总公司以您工作时长未满培训期要求时长为由驳回工资发放申请。工作人员向该公司宣传了相关劳动法律法规后，该公司表示会向总公司重新申请发放您的工资，预计会在9月10日发放到位。如未按期支付，根据《劳动保障监察条例》第十三条和《关于实施〈劳动保障监察条例〉若干规定》第十三条、第十四条之规定，您可携带本人居民身份证件、投诉材料及相关证据材料到江夏区人社局监察大队办理投诉手续。感谢您的信任与支持！,,,,,9,江夏区
3574,http://liuyan.people.com.cn/threads/content?tid=19059125,18********3,19059125,拖欠工资,2023/10/16 8:59,投诉/求助,企业,已办理,湖北省,湖北省东西湖区委书记,本人于7.31号入职武汉京*物流运输有限公司，期间公司也没有签订劳动合同，到目前为止八月份的工资还没有发放，请求帮助。,6580876,13********3,武汉市东西湖区,2023/10/23 11:25,"网民朋友，您好！您在人民网留言反映**物流运输有限公司拖欠工资，调解后公司仍未发放问题。经东西湖区人社局核实，您曾通过国家网络欠薪平台进行线上调解，该公司承诺10月16日发放拖欠工资，到期未履行。您已于2023年10月11日前来东西湖区人社局劳动人事争议仲裁委员会递交了仲裁申请书，劳动人事争议仲裁委员会已依法收件，目前案件正在办理中。_x000D_
感谢您的留言，祝您生活愉快！",,,,,2,东西湖区
3576,http://liuyan.people.com.cn/threads/content?tid=19017721,17********6,19017721,拖欠10天工资,2023/10/9 13:11,投诉/求助,就业,已办理,湖北省 武汉市,湖北省江夏区委书记,本人于8月2号开始在该公司上班，做到了8月11号，8月11号做完才走的。按理来说是做了十天，期间包的是两餐饭，早餐不包，包的住宿。然后我就收拾行李走了。因为当初说好的是八月底会结工资，我8月31日去找他要工资了。他一直在推拖不给，一问就是不知道，问我加没加老板，我说我都没干多少天，我怎么可能会加他微信。然后在9月25日，我再去问，说我的工资条出来了，我说给我看看，他说晚上给我，并且说明工资这几天会到。结果到了9月26日的凌晨一点钟说我的工资是360快钱，就说了这句话耍给我。然后我问为什么只有这么多和给我看工资条，他都在各种解释，说这都都是他们扣除了各种费用算出来的。（下面有微信截图）后面就拉扯了好几天，但是他们就是说这个工资是合理的，我也只能被迫接受。我这些天去问这工资怎么还没发也说不知道。就是这点钱现在都没有给我。总之，我是不接受扣这么多钱的，谁做十天只有360?一扣直接扣一半了，把我原本800块的工资扣到了只有360！！请你们调查后让他尽快发工资，并且给我一个迟迟没有发工资的说法。然后消息就停留在9月29日，期间一直都没回，到今天上午还是我自己发的消息，到1点钟才回了一句后天。（我不接受只发360块，原本的薪资就是800块）,6571394,15********0,武汉江夏区,2023/10/18 14:18,网友，您好！经江夏区人力资源和社会保障局劳动人事争议仲裁院工作人员调查核实，您是尚未毕业的在校大学生，属于实习期，依据《关于贯彻执行＜中华人民共和国劳动法＞若干问题的意见》的通知第12条规定“在校生利用业余时间勤工助学，不视为就业，未建立劳动关系，可以不签订劳动合同”，故您与用人单位不存在劳动关系，您反映的问题，可以向有管辖权的人民法院起诉，也可以向劳动监察执法大队投诉，已告知您电话。非常感谢您的信任与支持！,,,,,9,江夏区
3579,http://liuyan.people.com.cn/threads/content?tid=19000560,19********9,19000560,拖欠工资,2023/10/6 21:07,投诉/求助,就业,已办理,湖北省 襄阳市,湖北省江夏区委书记,本人于五月八日入职千*文化传播有限公司话务员，因为未成年未签订劳动合同，于八月28日结束工作，老板一直拖欠最后一个月工资不发，承诺十月一日前给至今打电话不接信息不回拖欠最后一个月工资3000元，希望领导能帮忙解决，感谢领导的帮助,6558870,15********0,武汉江夏区,2023/10/13 14:20,网友，您好!经江夏区人力资源和社会保障局监察大队工作人员了解，您反映在千古文化传媒有限公司做事被拖欠工钱。 2023年10月8日10点31分、11点18分、14点43分，监察大队工作人员通过电话027-87947007向您反馈情况，您均未接听电话。 因无法联系您，无法核实您用工情况及具体诉求，根据《劳动保障监察条例》第十三条和《关于实施〈劳动保障监察条例〉若干规定》第十三条、第十四条的有关规定，如用人单位违反劳动保障法律法规、侵害劳动者合法权益，您可携带本人居民身份证件、投诉材料及相关证据材料到江夏区人力资源和社会保障监察大队（电话：027-87947007，地址：江夏区新华街8附26号）办理投诉手续。 感谢您的信任和支持！,,,,,9,江夏区
3584,http://liuyan.people.com.cn/threads/content?tid=17105771,15********9,17105771,教培机构老板拖欠工资,2023/1/8 9:00,投诉/求助,就业,已办理,湖北省 武汉市,湖北省东西湖区委书记,本人于去年11月1日入职，任乐高老师。11月21日提出离职。中间1号到5号金银湖万达处于关门状态，未上班。在职期间共消课时37人，应有工资2157元。离职时已向老板提出将11月份的工资核算并结清的请求，到今天也没有收到一分钱的工资。给老板打电话不接，微信不回，且无下文，希望领导能帮忙解决，感谢领导帮助！,6032584,13********3,武汉市东西湖区,2023/1/17 8:50,"您在人民网留言反映银湖万达广场拖欠工资问题。经东西湖区人力资源和社会保障局核实，您于2022年11月1日-11月21日在金银湖万达任**老师，离职后被拖欠工资。工作人员联系您预进行调解，您告知工作人员现暂不需要工作人员介入调解。工作人员告知您若后期有需要可再与工作人员联系，或根据《劳动保障监察条例》第十三条和《关于实施〈劳动保障监察条例〉若干规定》第十三条、第十四条之规定，您可携带本人居民身份证件、投诉材料及相关证据材料到东西湖区劳动保障监察大队（电话：83217739，地址：东西湖区两馆一中心吴中街与金山大道交汇处）办理投诉手续，我们将依法依规处理您的诉求。_x000D_
感谢您的留言，祝您生活愉快！",,,,,2,东西湖区
3586,http://liuyan.people.com.cn/threads/content?tid=17224780,13********1,17224780,拖欠农民工工资,2023/1/31 17:15,投诉/求助,城建,已办理,湖北省 孝感市,湖北省江夏区委书记,本人从2021年2月份-2022年1月份，2022年2月份-2023年1月份分别在江夏区，保利时光印象、和光晨越，两个工地从事高空建筑作业，前年工资拖欠36300元约定2022年10月份前结清，至今未结。去年工资尾款欠6650元约定2023年1月21前结清，至今未结。,6070768,15********0,武汉江夏区,2023/2/13 8:50,网友，您好，经江夏区人社局劳动监察大队工作人员调查了解，您反映2021年2月至2023年1月跟随包工头田**分别在江夏黄家湖****印象及郑店*******两个项目工地工作，现被其拖欠工钱。 2023年2月6日16点16分，工作人员联系包工头田*，其表示您的工钱预计要待项目完工结算后再行支付您的工钱。对此，工作人员告知您，根据《关于实施〈劳动保障监察条例〉若干规定》第十三条“投诉应当由本人向劳动保障行政部门递交投诉文书。书写投诉文书确有困难的，可以口头投诉，由劳动保障监察机构进行笔录，并由本人签字”《关于实施〈劳动保障监察条例〉若干规定》第十四条“投诉文书应当载明下列事项：（一）姓名、性别、年龄、职业、工作单位、住所和联系方式，被投诉用人单位的名称、住所、法定代表人或者主要负责人的姓名、职务；（二）劳动保障合法权益受到侵害的事实和投诉请求事项”，您可携带本人居民身份证件、相关证据材料到工作所在地劳动监察大队办理投诉手续。感谢您的信任与支持。,,,,,9,江夏区
3591,http://liuyan.people.com.cn/threads/content?tid=19563079,18********5,19563079,拖欠农民工工资,2023/12/27 11:06,投诉/求助,就业,待回复,湖北省 荆门市,湖北省汉南区委书记,本人从4月份至11月份在蔡甸区军山街道金地长江艺境项目工地上从高空外墙涂料作业，工地活已做完。当时老板说做完结帐。现在还欠我30875元工资。经多次向老板讨要工资无果。无奈才向政府求助。老板徐*宝总是说甲方没给钱他，甲方雷总总是找各种理由拖着他，他也没办法。甲方：武汉哈**能房地产开发有限公司，负责人：雷*139****9992，双包公司：璞*(上海)建设工程有限公司，单包公司：南京七*烁装饰工程有限公司，负责人：徐*宝176****9876。还请领导帮我要回工资，谢谢！,,,,,,,,,,3,汉南区
3594,http://liuyan.people.com.cn/threads/content?tid=19386308,13********6,19386308,培训班退费难,2023/12/4 9:40,投诉/求助,教育,已办理,北京市,湖北省东西湖区委书记,本人刘*，女，36岁。北京市密云区人。我在2023年3月想报考一个社工证，我爱人在网上搜索联系了一位老师为（武汉学业**教育科技有限公司的工作人员）他们有个VIP班，考试不过可以全额退费，我爱人想着这样也有保障，过不了，可以退费也很好。累计缴费3399元。从交了钱，老师就没有主动联系过我，没有为我服务什么，都是我主动问老师，要怎么学习？老师给我一个APP让我在那上边看视频学习，我是注册了，但是由于工作比较忙我在这上边学习共也没有超过5小时。报名时也是我主动找老师问的怎么报名怎么缴费，然后临近考试我跟老师问密卷什么时候发，结果密卷没有了就改为线上的让我自己下载，我下载了，也集中看了，结果去考试时候，卷子上的内容，考试卷里根本没有。考试完了，老师也不联系我查成绩，都是我在工作不忙时追着老师问的，最后查出成绩之后没有考过，我联系老师退费，老师说要转到售后，就这样又拖了我两个月时间，最后有个人跟我联系，说话态度很不好，还跟我说只能退费1500元。我一共缴费3399元，我收到了书，这个费用我可以承担，我说可以按照500元收取，老师不同意，说还有其它服务费这个成本那个成本的，主要是在这个期间这个机构包括老师根本没有跟我联系过多，没有对我有什么服务。为什么要扣我这么多钱。望领导为我解决此事。感谢领导。,6693595,13********3,武汉市东西湖区,2023/12/6 9:44,经东西湖区市场监督管理局核实：投诉人反映的武汉学业有成教育科技有限公司注册地址位于武汉东湖新技术开发区关山二路特1号国际企业中心2栋，特申请退转东湖新技术开发区妥处。,,,,,2,东西湖区
3596,http://liuyan.people.com.cn/threads/content?tid=18972089,17********0,18972089,侵占林地,2023/9/28 9:59,投诉/求助,三农,已办理,湖北省 武汉市,湖北省江夏区委书记,本人原武汉市江夏去山坡乡红专村村民家里有一林园，因本人不在家期间，本村村委跟开发商未经本人同意就对我家园林进行砍伐一空，至今已有半年之久，红专村村委会以及开发商未给任何说法。本人承诺以上陈述绝对真实。,6548507,15********0,武汉江夏区,2023/10/10 14:34,网友，您好！经江夏区山坡街道工作人员调查核实，针对您反映的林园被砍代一亊，经与村委会了解您反映的土地面积前期合同承包期限已到期，未签订续包合同，如您对此事存在异议，请携带有效承包合同前往红专村村委会核实处理。非常感谢您的信任与支持！,,,,,9,江夏区
3601,http://liuyan.people.com.cn/threads/content?tid=19409658,18********1,19409658,关于新能源汽车私人充电桩安装问题,2023/12/7 10:10,投诉/求助,城建,已办理,湖北省 武汉市,湖北省东西湖区委书记,"本人响应政策引导购置了新能源汽车,在申请安装私人充电桩的时候遭到了物业及地产方面的推诿阻碍.恳请领导协助解决,万分感谢.",6720823,13********3,武汉市东西湖区,2023/12/15 14:35,"网民朋友，您好！您在人民网留言反映美联德玛假日物业以车位产权在地产公司为由，拒绝居民安装新能源汽车充电桩、无明文规定必须购买车位才可安装充电桩,长租1年即可、地产公司未公布后续计划安排等问题。经东西湖区径河街核实，美联德玛假日地下车库产权属地产公司所有，交由小区物业管理，车位按月缴费，没有办理长租业务。此前为部分居民安装过新能源充电桩，但因地产公司收回了地下车库的管理权，计划销售停车位，故暂时停办所有关于地库车位相关事宜。社区多次协调，地产公司坚持原计划，后邀请武汉环投集团新能源有限公司及物业公司进行协商，在黄狮海东路（德玛假日1号岗道路两边）安装14个路面充电桩供居民充电，线路施工正在进行中，预计12月底投入使用。同时，物业计划于2024年1季度内引进新能源公司在小区临停车位（靠商铺两边道路）安装路面充电桩。下一步，东西湖区径河街将持续关注和跟进此事，督促物业协调地产公司尽早给出后续的安排计划。
感谢您的留言，祝您生活愉快！",,,,,2,东西湖区
3603,http://liuyan.people.com.cn/threads/content?tid=18209841,18********4,18209841,健身私教课退费,2023/6/12 18:35,投诉/求助,文娱,已办理,湖北省 武汉市,湖北省江夏区委书记,本人在2021年11月9号在江夏区文化大道欧亚达5楼任*健身办了30节课  共计8888元 ，因本人工作原因需要调动  商家说这个不予退款  严重违反了消费者权益  现在里面还有29节课  共计8054元，特跟领导申请 希望任意健身能退回我剩下的费用,6312536,15********0,武汉江夏区,2023/6/23 8:27,网友，您好！经江夏区市场监督管理局大桥所工作人员调查核实，您双方均无法提供健身服务合同，无法确认违法责任事项，经调解，您双方无法就退款金额达成一致意见，您告知将通过诉讼途径解决。感谢您的信任与支持！,,,,,9,江夏区
3604,http://liuyan.people.com.cn/threads/content?tid=17667957,18********6,17667957,驾校不退款,2023/3/26 11:29,投诉/求助,交通,已办理,湖北省 鄂州市,湖北省江夏区委书记,本人在2021年在校期间在**驾校报名驾照考试，收费金额1800元，因疫情与实习原因，目前只考了科目一，去练过几次车。在练车过程中，某教练对我进行人身攻击，嘴里不干不净。,6163473,15********0,武汉江夏区,2023/4/3 8:42,网友，您好，经江夏区交通运输局核查，我们将依据您反映的情况进行调查核实，对该驾校加强日常监管，督促其严格按照规范进行教学培训，提升教学质量和教练综合素质，同时我们将积极与您的实际建档是武汉市红叶驾校有限公司沟通，共同解决您反映的情况。感谢您的信任与支持。,,,,,9,江夏区
3607,http://liuyan.people.com.cn/threads/content?tid=18258900,18********3,18258900,拖欠工资,2023/6/19 21:55,投诉/求助,就业,已办理,湖北省 武汉市,湖北省江夏区委书记,本人在2022年到2022年6月19日在武汉市江夏区某楼盘从事搭架子的工作，结算后还剩余32000元，公司一直未结算。并且以各种理由推脱。,6325583,15********0,武汉江夏区,2023/6/29 9:22,网友，您好! 经江夏区人力资源和社会保障监察大队工作人员调查核实，您非涉事人，您父亲于2022年到*******项目从事架子工作，该项目的总承包单位是浙江**工程有限公司杭州分公司，劳务分包单位是惠州市***实业有限公司，现惠州市***实业有限公司拖欠您父亲班组8人约3.2万元未结清。工作人员告知您*******项目已经停工，项目部撤离，现场无人办公，根据上级领导关于*******项目欠薪问题，实行“挂老账、结新账、算总账”，您反映的欠薪问题已登记在案，目前因业主方*******项目涉及拖欠工资人数过多，金额较大，无力向劳务公司支付款项，现为解决拖欠工人工资一事，江夏区劳动监察大队已将*******项目欠薪一事上报给江夏区人民政府，共同商讨解决方案。 感谢您的信任与支持！,,,,,9,江夏区
3608,http://liuyan.people.com.cn/threads/content?tid=18858602,13********6,18858602,拖欠本人25天工资,2023/9/10 23:35,投诉/求助,教育,已办理,湖北省,湖北省江夏区委书记,本人在2023.6.21-7.25武汉市江夏区纸坊街道11附7一**集团兼职，7.1-7.25日的工资拒绝发放，本人要求追回工资。,6505851,15********0,武汉江夏区,2023/9/19 9:31,网友，您好！经江夏区人力资源和社会保障局监察大队工作人员调查了解，您反映自己是在校学生，利用暑假勤工俭学2023年7月1日入职武汉***教育科技有限公司做招生工作，与公司签订劳务合同，约定底薪每月2800元左右，2023年7月25离职后，公司拖欠您7月份工资未支付。 监察大队工作人员联系公司法人，其称因您为招到学生，仅按照每月1800元来结算。因双方就工资金额产生纠纷，协调未果，鉴于您是在校学生，根据《关于贯彻执行&lt;中华人民共和国劳动法&gt;若干问题的意见》（劳部发〔1995〕309号）第十二条“在校生利用业余时间勤工助学，不视为就业，未建立劳动关系，可以不签订劳动合同……”规定，在校生的劳动报酬问题已超出劳动保障监察职责，建议您向人民法院起诉，依法维权。武汉市江夏区人民法院（电话：027-81819050，地址：武汉市江夏区纸坊东北华街7号）  感谢您的信任与支持！,,,,,9,江夏区
